Group,Recording_ID,Label,Sweep_Number,Peak_Index,Peak_Time_s,Peak_Time_ms,Peak_Voltage_mV
L + CS-Veh,Veh-10,Before,5,1375,0.1375,137.5,11.688232421875
L + CS-Veh,Veh-10,Before,6,1294,0.12940000000000002,129.4,11.749267578125
L + CS-Veh,Veh-10,Before,6,1651,0.1651,165.1,10.43701171875
L + CS-Veh,Veh-10,Before,7,1277,0.1277,127.7,12.14599609375
L + CS-Veh,Veh-10,Before,7,1456,0.1456,145.6,11.23046875
L + CS-Veh,Veh-10,Before,8,1267,0.1267,126.7,10.833740234375
L + CS-Veh,Veh-10,Before,8,1394,0.1394,139.4,10.162353515625
L + CS-Veh,Veh-10,Before,8,1559,0.1559,155.9,9.368896484375
L + CS-Veh,Veh-10,Before,8,1792,0.1792,179.2,8.636474609375
L + CS-Veh,Veh-10,Before,8,2037,0.20370000000000002,203.70000000000002,8.026123046875
L + CS-Veh,Veh-10,Before,8,2720,0.272,272.0,7.26318359375
L + CS-Veh,Veh-10,Before,8,2947,0.2947,294.70000000000005,8.514404296875
L + CS-Veh,Veh-10,Before,8,8464,0.8464,846.4000000000001,6.65283203125
L + CS-Veh,Veh-10,Before,8,8681,0.8681000000000001,868.1000000000001,8.72802734375
L + CS-Veh,Veh-10,Before,9,1259,0.1259,125.9,9.796142578125
L + CS-Veh,Veh-10,Before,9,1361,0.1361,136.1,9.94873046875
L + CS-Veh,Veh-10,Before,9,1485,0.14850000000000002,148.50000000000003,9.124755859375
L + CS-Veh,Veh-10,Before,9,1663,0.1663,166.3,7.8125
L + CS-Veh,Veh-10,Before,9,3232,0.32320000000000004,323.20000000000005,5.126953125
L + CS-Veh,Veh-10,Before,9,3420,0.342,342.0,8.148193359375
L + CS-Veh,Veh-10,Before,9,3603,0.3603,360.3,7.8125
L + CS-Veh,Veh-10,Before,9,3814,0.3814,381.40000000000003,7.110595703125
L + CS-Veh,Veh-10,Before,9,7773,0.7773,777.3,5.79833984375
L + CS-Veh,Veh-10,Before,9,8006,0.8006000000000001,800.6000000000001,6.591796875
L + CS-Veh,Veh-10,After,6,1289,0.12890000000000001,128.9,10.162353515625
L + CS-Veh,Veh-10,After,7,1269,0.1269,126.9,11.3525390625
L + CS-Veh,Veh-10,After,7,1458,0.1458,145.8,10.650634765625
L + CS-Veh,Veh-10,After,7,1699,0.1699,169.9,10.650634765625
L + CS-Veh,Veh-10,After,8,1265,0.1265,126.5,10.894775390625
L + CS-Veh,Veh-10,After,8,1391,0.1391,139.1,11.23046875
L + CS-Veh,Veh-10,After,8,1546,0.15460000000000002,154.60000000000002,11.474609375
L + CS-Veh,Veh-10,After,8,1757,0.1757,175.7,10.92529296875
L + CS-Veh,Veh-10,After,8,3223,0.32230000000000003,322.3,8.575439453125
L + CS-Veh,Veh-10,After,8,6099,0.6099,609.9,9.3994140625
L + CS-Veh,Veh-10,After,8,7326,0.7326,732.6,7.904052734375
L + CS-Veh,Veh-10,After,9,1258,0.1258,125.8,11.016845703125
L + CS-Veh,Veh-10,After,9,1361,0.1361,136.1,11.077880859375
L + CS-Veh,Veh-10,After,9,1487,0.1487,148.7,11.04736328125
L + CS-Veh,Veh-10,After,9,1642,0.1642,164.20000000000002,10.406494140625
L + CS-Veh,Veh-10,After,9,1840,0.184,184.0,9.8876953125
L + CS-Veh,Veh-10,After,9,2065,0.20650000000000002,206.50000000000003,9.521484375
L + CS-Veh,Veh-10,After,9,2419,0.2419,241.9,9.27734375
L + CS-Veh,Veh-10,After,9,3002,0.3002,300.20000000000005,8.7890625
L + CS-Veh,Veh-10,After,9,3191,0.3191,319.1,10.25390625
L + CS-Veh,Veh-10,After,9,6654,0.6654,665.4,7.598876953125
L + CS-Veh,Veh-10,After,9,7970,0.797,797.0,8.60595703125
L + CS-Veh,Veh-10,After,9,9625,0.9625,962.5,8.1787109375
L + CS-Veh,Veh-10,After,9,10136,1.0136,1013.6,7.843017578125
